i275474483,c24500380,0015-1025 0015-1025 z,PB1013032,film,"Film (London, England : 1954)"
i27544045x,c21349447,0731-5198,PB1013654,the independent,"Independent (New York, N.Y. : 1978)"
i275450521,c24357571,0019-3712 0019-3712 1,PB1014058,the independent film journal,
i275452748,c24357613,0027-0407,PB1010148,monthly film bulletin,
i275458738,c24373667,0048-4911 0048-4911 z,PB1010684,positif,
i275457515,c2436535x,0361-4751,PB1010168,american film,
i275452037,c24357571,0019-3712 0019-3712 1,PB1014209,the independent film journal,
i275478154,c2450144x,0015-1610 0015-1610 1,PB1013294,filmmakers newsletter,
i275451215,c24357571,0019-3712 0019-3712 1,PB1014127,the independent film journal,
i275459020,c24373667,0048-4911 0048-4911 z,PB1010714,positif,
i275440060,c21349447,0731-5198,PB1013615,the independent,"Independent (New York, N.Y. : 1978)"
i275465627,c24495724,1041-617X 1,PB1011895,animation magazine,
i275472437,c24499419,0163-5069 0163-5069 1,PB1012511,film criticism,
i275462936,c24373618,1549-0068,PB1011043,"the quarterly of film, radio, and television",
i275473375,c24500331,0311-3639 0311-3639,PB1012781,cinema papers,
i275458192,c24373667,0048-4911 0048-4911 z,PB1010630,positif,
i275477460,c2450144x,0015-1610 0015-1610 1,PB1013186,filmmakers newsletter,
i27547768x,c2450144x,0015-1610 0015-1610 1,PB1013208,filmmakers newsletter,
i275483411,c24501839,0164-9655 0164-9655 1,PB1014008,millimeter,
i275476224,c24501347,0015-1475,PB1012984,film world,"Film world (Bombay, India)"
i275422483,c14643856,0015-1327 0160-7316,PB1012817,film library quarterly,
i275483149,c24501839,0164-9655 0164-9655 1,PB1013981,millimeter,
i27544093x,c17414477,1077-9361 0742-533 0742-5333 1,PB1008107,international documentary,
i275456845,c24364617,0008-011X 0757-8075,PB1010469,cahiers du cinéma,
i275422379,c14643856,0015-1327 0160-7316,PB1012806,film library quarterly,
i275438971,c22709022,1077-8918 1077-8918 0731-5198 1,PB1008924,the independent film & video monthly,
i27546880x,c24497447,1027-5991 1027-5991,PB1012105,blimp,"Blimp (Graz, Austria)"
i275441222,c17414477,1077-9361 0742-533 0742-5333 1,PB1008137,international documentary,
i275433018,c1740910x,0199-7300 1,PB1008482,the film journal,
i275456596,c24364617,0008-011X 0757-8075,PB1010530,cahiers du cinéma,
i275423682,c22834175,0738-7563,PB1014568,video networks,
i275455828,c24364617,0008-011X 0757-8075,PB1010575,cahiers du cinéma,
i275441088,c17414477,1077-9361 0742-533 0742-5333 1,PB1008122,international documentary,
i275439094,c22709022,1077-8918 1077-8918 0731-5198 1,PB1008934,the independent film & video monthly,
i275471238,c24498361,0743-4545 0743-4545 1,PB1012628,film and video makers travel sheet,
i275423359,c22834175,0738-7563,PB1014535,video networks,
i275471949,c24499390,0360-3695 0885-1107,PB1012540,film & history,
i275463710,c24373643,0894-9263 0894-9263 1,PB1011025,premiere,"Premiere (New York, N.Y. : 1987)"
i275453170,c24357613,0027-0407,PB1007514,monthly film bulletin,
i275423426,c22834175,0738-7563,PB1014542,video networks,
i275481827,c24501785,0025-6897 0025-6897 1,PB1013880,media and methods,
i275467417,c24497320,0006-8527 0006-8527 1,PB1012078,box office,
i275442755,c17212534,0277-9897,PB1009164,post script,"Post script (Jacksonville, Fla.)"
i275461841,c24373679,0045-1150,PB1010931,l'avant-scène cinéma,
i275440667,c21349447,0731-5198,PB1013675,the independent,"Independent (New York, N.Y. : 1978)"
i275463576,c24373643,0894-9263 0894-9263 1,PB1011011,premiere,"Premiere (New York, N.Y. : 1987)"
i275457072,c24364617,0008-011X 0757-8075,PB1011741,cahiers du cinéma,
i275472413,c24499419,0163-5069 0163-5069 1,PB1012509,film criticism,
i27546894x,c24497460,0009-7071 0009-7071 4,PB1012280,cinema canada,
i27545499x,c24358563,0037-4830,PB1011280,sightlines,"Sightlines (New York, N.Y. : 1967)"
i275432051,c1740910x,0199-7300 1,PB1008384,the film journal,
i275442573,c17212534,0277-9897,PB1008175,post script,"Post script (Jacksonville, Fla.)"
i275439707,c21349447,0731-5198,PB1013579,the independent,"Independent (New York, N.Y. : 1978)"
i275477514,c2450144x,0015-1610 0015-1610 1,PB1013191,filmmakers newsletter,
i275456602,c24364617,0008-011X 0757-8075,PB1010531,cahiers du cinéma,
i275446505,c16330274,0036-9543 0036-9546 z,PB1012362,screen,"Screen (London, England)"
i275425745,c21926451,0300-7472,PB1011389,afterimage,
i275470544,c24498361,0743-4545 0743-4545 1,PB1012558,film and video makers travel sheet,
i275461713,c24373679,0045-1150,PB1010918,l'avant-scène cinéma,
i275463916,c24369780,0015-153X,PB1010190,filmfacts,
i27544059x,c21349447,0731-5198,PB1013668,the independent,"Independent (New York, N.Y. : 1978)"
i275487416,c24502686,0196-8793 0196-8793 1,PB1014490,video review,
i275460009,c24373679,0045-1150,PB1010823,l'avant-scène cinéma,
i275485675,c24501955,1079-6851 1079-6851 1,PB1014417,scenario,"Scenario (New York, N.Y.)"
i275481311,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013843,main,"MAIN (Oakland, Calif.)"
i275469621,c24497484,0886-6570 0886-6570 1,PB1012419,cinematograph,
i275469724,c24498282,0145-6032 1,PB1012406,cinefantastique,
i275473168,c24500331,0311-3639 0311-3639,PB1012760,cinema papers,
i275425356,c17398411,0261-4472,PB1011326,afterimage,"Afterimage (London, England)"
i275470155,c24498294,1049-0434 1049-0434 1,PB1012458,entertainment weekly,
i275455221,c24358563,0037-4830,PB1011303,sightlines,"Sightlines (New York, N.Y. : 1967)"
i275456031,c24364617,0008-011X 0757-8075,PB1010513,cahiers du cinéma,
i275458507,c24373667,0048-4911 0048-4911 z,PB1010661,positif,
i275453777,c24358617,0090-4260,PB1010135,literature film quarterly,
i275458052,c24373667,0048-4911 0048-4911 z,PB1010616,positif,
i275431885,c1740910x,0199-7300 1,PB1008368,the film journal,
i275470702,c24498361,0743-4545 0743-4545 1,PB1012575,film and video makers travel sheet,
i275462092,c24373679,0045-1150,PB1010956,l'avant-scène cinéma,
i275426464,c21926451,0300-7472,PB1011341,afterimage,
i275432610,c1740910x,0199-7300 1,PB1008442,the film journal,
i275476418,c24501360,0015-5128,PB1013374,focus on film,
i275483319,c24501839,0164-9655 0164-9655 1,PB1013998,millimeter,
i275474677,c24500380,0015-1025 0015-1025 z,PB1013051,film,"Film (London, England : 1954)"
i275450880,c24357571,0019-3712 0019-3712 1,PB1014094,the independent film journal,
i275474926,c24500380,0015-1025 0015-1025 z,PB1013076,film,"Film (London, England : 1954)"
i275423165,c22834175,0738-7563,PB1014516,video networks,
i275477320,c2450144x,0015-1610 0015-1610 1,PB1013319,filmmakers newsletter,
i275457850,c24370526,0015-1270 0015-1270 1,PB1010203,film heritage,
i275432531,c1740910x,0199-7300 1,PB1008434,the film journal,
i275438569,c22709022,1077-8918 1077-8918 0731-5198 1,PB1012049,the independent film & video monthly,
i275450089,c24356153,0361-722X,PB1012875,film reader,
i275432282,c1740910x,0199-7300 1,PB1008409,the film journal,
i275459822,c24373667,0048-4911 0048-4911 z,PB1010796,positif,
i275460472,c24373679,0045-1150,PB1010869,l'avant-scène cinéma,
i275422744,c14643856,0015-1327 0160-7316,PB1012842,film library quarterly,
i275466735,c24497307,0158-4154 0158-4154,PB1012168,cantrill's filmnotes,
i275484336,c24501840,0885-5021 0885-5021 1,PB1014281,movietone news,
i275467065,c24497319,0147-4049 0147-4049 1,PB1012123,bright lights,
i275425915,c21926451,0300-7472,PB1011407,afterimage,
i275475256,c24500380,0015-1025 0015-1025 z,PB1013109,film,"Film (London, England : 1954)"
i275470039,c24498294,1049-0434 1049-0434 1,PB1012446,entertainment weekly,
i275480835,c24501736,0191-541X,PB1013794,lighting dimensions,
i275463382,c24373643,0894-9263 0894-9263 1,PB1010992,premiere,"Premiere (New York, N.Y. : 1987)"
i275441416,c17414477,1077-9361 0742-533 0742-5333 1,PB1008155,international documentary,
i275441143,c17414477,1077-9361 0742-533 0742-5333 1,PB1008128,international documentary,
i275433225,c1740910x,0199-7300 1,PB1008503,the film journal,
i275484786,c24501906,0146-0013,PB1014630,quarterly review of film studies,
i275470970,c24498361,0743-4545 0743-4545 1,PB1012602,film and video makers travel sheet,
i275442147,c24884753,0195-6051 0195-6051 0047-2719 1,PB1009109,the journal of popular film and television,
i275475335,c24500380,0015-1025 0015-1025 z,PB1013117,film,"Film (London, England : 1954)"
i275427213,c21926451,0300-7472,PB1015244,afterimage,
i275451847,c24357571,0019-3712 0019-3712 1,PB1014190,the independent film journal,
i27545888x,c24373667,0048-4911 0048-4911 z,PB1010699,positif,
i275432208,c1740910x,0199-7300 1,PB1008401,the film journal,
i275455038,c24358563,0037-4830,PB1011284,sightlines,"Sightlines (New York, N.Y. : 1967)"
i275451902,c24357571,0019-3712 0019-3712 1,PB1014196,the independent film journal,
i275463965,c24369780,0015-153X,PB1010195,filmfacts,
i275484804,c24501906,0146-0013,PB1014632,quarterly review of film studies,
i275481128,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013824,main,"MAIN (Oakland, Calif.)"
i275468008,c2449737x,0826-9866,PB1012217,cineaction!,
i275475876,c24500422,0896-6389 0896-6389 1,PB1012856,film threat,"Film threat (Beverly Hills, Calif. : 1991)"
i275461038,c24373679,0045-1150,PB1011684,l'avant-scène cinéma,
i275440436,c21349447,0731-5198,PB1013652,the independent,"Independent (New York, N.Y. : 1978)"
i275471147,c24498361,0743-4545 0743-4545 1,PB1012619,film and video makers travel sheet,
i275457680,c24366675,0198-1056 1,PB1010175,cinefex,
i275426920,c21926451,0300-7472,PB1009225,afterimage,
i275475803,c24500422,0896-6389 0896-6389 1,PB1012849,film threat,"Film threat (Beverly Hills, Calif. : 1991)"
i275426671,c21926451,0300-7472,PB1008808,afterimage,
i275478312,c24501487,1063-8954 1063-8954 1,PB1013132,filmmaker,
i275432841,c1740910x,0199-7300 1,PB1008465,the film journal,
i275459597,c24373667,0048-4911 0048-4911 z,PB1010771,positif,
i275459226,c24373667,0048-4911 0048-4911 z,PB1010734,positif,
i27546152x,c24373679,0045-1150,PB1011717,l'avant-scène cinéma,
i275471494,c24498361,0743-4545 0743-4545 1,PB1012654,film and video makers travel sheet,
i275450508,c24357571,0019-3712 0019-3712 1,PB1014056,the independent film journal,
i275452013,c24357571,0019-3712 0019-3712 1,PB1014207,the independent film journal,
i275457539,c2436535x,0361-4751,PB1010170,american film,
i275451276,c24357571,0019-3712 0019-3712 1,PB1014133,the independent film journal,
i275440047,c21349447,0731-5198,PB1013613,the independent,"Independent (New York, N.Y. : 1978)"
i275487209,c24502571,0306-0691,PB1015071,screen education,Screen education (1974)
i282508533,c24501402,0306-7661 0306-7661,PB1016038,framework,
i275465603,c24495724,1041-617X 1,PB1011893,animation magazine,
i275477666,c2450144x,0015-1610 0015-1610 1,PB1013206,filmmakers newsletter,
i275469062,c24497460,0009-7071 0009-7071 4,PB1012292,cinema canada,
i27547740x,c2450144x,0015-1610 0015-1610 1,PB1013180,filmmakers newsletter,
i275422173,c22828242,0039-9132,PB1009842,take one,
i275460800,c24373679,0045-1150,PB1011659,l'avant-scène cinéma,
i275453698,c24358617,0090-4260,PB1010127,literature film quarterly,
i275478178,c2450144x,0015-1610 0015-1610 1,PB1013296,filmmakers newsletter,
i27546295x,c24373618,1549-0068,PB1011045,"the quarterly of film, radio, and television",
i275426580,c21926451,0300-7472,PB1011353,afterimage,
i275483125,c24501839,0164-9655 0164-9655 1,PB1013979,millimeter,
i275422355,c14643856,0015-1327 0160-7316,PB1008683,film library quarterly,
i275427183,c21926451,0300-7472,PB1009776,afterimage,
i275456821,c24364617,0008-011X 0757-8075,PB1010467,cahiers du cinéma,
i275438910,c22709022,1077-8918 1077-8918 0731-5198 1,PB1009310,the independent film & video monthly,
i275458313,c24373667,0048-4911 0048-4911 z,PB1010642,positif,
i275433031,c1740910x,0199-7300 1,PB1008484,the film journal,
i27542666x,c21926451,0300-7472,PB1008807,afterimage,
i275457990,c24373655,0305-1706 0305-1706 z,PB1010611,film dope,
i275440953,c17414477,1077-9361 0742-533 0742-5333 1,PB1008109,international documentary,
i275468823,c24497447,1027-5991 1027-5991,PB1012107,blimp,"Blimp (Graz, Austria)"
i275472048,c24499390,0360-3695 0885-1107,PB1012550,film & history,
i275476200,c24501347,0015-1475,PB1012982,film world,"Film world (Bombay, India)"
i275476753,c24501402,0306-7661 0306-7661,PB1013408,framework,
i275483435,c24501839,0164-9655 0164-9655 1,PB1014010,millimeter,
i27544160x,c17414477,1077-9361 0742-533 0742-5333 1,PB1008959,international documentary,
i27546359x,c24373643,0894-9263 0894-9263 1,PB1011013,premiere,"Premiere (New York, N.Y. : 1987)"
i275463771,c24373643,0894-9263 0894-9263 1,PB1011067,premiere,"Premiere (New York, N.Y. : 1987)"
i275468926,c24497460,0009-7071 0009-7071 4,PB1012278,cinema canada,
i275471962,c24499390,0360-3695 0885-1107,PB1012542,film & history,
i275481803,c24501785,0025-6897 0025-6897 1,PB1013878,media and methods,
i275467478,c24497320,0006-8527 0006-8527 1,PB1012084,box office,
i27544255x,c17212534,0277-9897,PB1008173,post script,"Post script (Jacksonville, Fla.)"
i275457333,c24364617,0008-011X 0757-8075,PB1010489,cahiers du cinéma,
i275454976,c24358563,0037-4830,PB1011278,sightlines,"Sightlines (New York, N.Y. : 1967)"
i27545535x,c24358563,0037-4830,PB1011316,sightlines,"Sightlines (New York, N.Y. : 1967)"
i275439896,c21349447,0731-5198,PB1013598,the independent,"Independent (New York, N.Y. : 1978)"
i275480318,c24501670,0751-7033,PB1013742,iris,Collection  Iris  (Plon (Firm))
i275446463,c16330274,0036-9543 0036-9546 z,PB1008363,screen,"Screen (London, England)"
i275432075,c1740910x,0199-7300 1,PB1008387,the film journal,
i275457059,c24364617,0008-011X 0757-8075,PB1011739,cahiers du cinéma,
i275439768,c21349447,0731-5198,PB1013585,the independent,"Independent (New York, N.Y. : 1978)"
i27548743x,c24502686,0196-8793 0196-8793 1,PB1014492,video review,
i275467296,c24497320,0006-8527 0006-8527 1,PB1012066,box office,
i275425769,c21926451,0300-7472,PB1011392,afterimage,
i275470568,c24498361,0743-4545 0743-4545 1,PB1012560,film and video makers travel sheet,
i275461737,c24373679,0045-1150,PB1010920,l'avant-scène cinéma,
i275460022,c24373679,0045-1150,PB1010825,l'avant-scène cinéma,
i275481372,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013850,main,"MAIN (Oakland, Calif.)"
i275441957,c24884753,0195-6051 0195-6051 0047-2719 1,PB1007496,the journal of popular film and television,
i275485699,c24501955,1079-6851 1079-6851 1,PB1014419,scenario,"Scenario (New York, N.Y.)"
i275469293,c24497460,0009-7071 0009-7071 4,PB1012315,cinema canada,
i275473144,c24500331,0311-3639 0311-3639,PB1012758,cinema papers,
i275433584,c1740910x,0199-7300 1,PB1008539,the film journal,
i27870914x,c2447941x,1330-7665 1330-7665,PB1015877,hrvatski filmski ljetopis,
i275455208,c24358563,0037-4830,PB1011301,sightlines,"Sightlines (New York, N.Y. : 1967)"
i275470179,c24498294,1049-0434 1049-0434 1,PB1012460,entertainment weekly,
i275456018,c24364617,0008-011X 0757-8075,PB1010511,cahiers du cinéma,
i275451045,c24357571,0019-3712 0019-3712 1,PB1014110,the independent film journal,
i275461191,c24373679,0045-1150,PB1010882,l'avant-scène cinéma,
i275458076,c24373667,0048-4911 0048-4911 z,PB1010618,positif,
i275453753,c24358617,0090-4260,PB1010133,literature film quarterly,
i275469931,c24498294,1049-0434 1049-0434 1,PB1012436,entertainment weekly,
i27542537x,c17398411,0261-4472,PB1011328,afterimage,"Afterimage (London, England)"
i275432981,c1740910x,0199-7300 1,PB1008479,the film journal,
i27545163x,c24357571,0019-3712 0019-3712 1,PB1014169,the independent film journal,
i275471779,c24499390,0360-3695 0885-1107,PB1012523,film & history,
i27545969x,c24373667,0048-4911 0048-4911 z,PB1010781,positif,
i275485195,c24501943,,PB1014369,première,"Première (Denver, Colo.)"
i275487593,c24502728,,PB1014908,visions,"Visions (Boston, Mass.)"
i275487775,c24502728,,PB1014926,visions,"Visions (Boston, Mass.)"
i27548760x,c24502728,,PB1014909,visions,"Visions (Boston, Mass.)"
i275462353,c24494987,,PB1011034,ecran,"Ecran (Paris, France)"
i275463023,c2437362x,0162-2870 0162-2879 1,PB1010895,october,"October (Cambridge, Mass.)"
i275480379,c24501700,1055-1948 1055-1948 1,PB1013748,journal,"Journal (Writers Guild of America, West)"
i275480483,c24501700,1055-1948 1055-1948 1,PB1013759,journal,"Journal (Writers Guild of America, West)"
i27548550x,c24501943,,PB1014400,première,"Première (Denver, Colo.)"
i27546250x,c24494987,,PB1011629,ecran,"Ecran (Paris, France)"
i275487908,c24502728,,PB1014939,visions,"Visions (Boston, Mass.)"
i275480495,c24501700,1055-1948 1055-1948 1,PB1013760,journal,"Journal (Writers Guild of America, West)"
i275487714,c24502728,,PB1014920,visions,"Visions (Boston, Mass.)"
i275480355,c24501700,1055-1948 1055-1948 1,PB1013746,journal,"Journal (Writers Guild of America, West)"
i275487969,c24502728,,PB1014945,visions,"Visions (Boston, Mass.)"
i275462523,c24494987,,PB1011631,ecran,"Ecran (Paris, France)"
i275480720,c24501700,1055-1948 1055-1948 1,PB1013783,journal,"Journal (Writers Guild of America, West)"
i275488111,c24502728,,PB1014960,visions,"Visions (Boston, Mass.)"
i27548791x,c24502728,,PB1014940,visions,"Visions (Boston, Mass.)"
i275487556,c24502728,,PB1014904,visions,"Visions (Boston, Mass.)"
i275487738,c24502728,,PB1014922,visions,"Visions (Boston, Mass.)"
i27546264x,c24494987,,PB1011621,ecran,"Ecran (Paris, France)"
